id,id_old,title,genres,authors,description,readers_count,avg_rating,genre_score,book_description
369,236459,Город,"Старинная литература,Русская классика",Александр Блок,"жанр: философская проза
темы: одиночество, смерть, внутренний конфликт, идентичность, смысл жизни
конфликт: противоречия городской жизни, кризис личности
смысл: описание жизни в городе и влияние на личность.",11,5.0,898,
370,270263,Город Краков,"Зарубежная классика,Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: город, история, культура, общество, традиции, выживание
конфликт: противоречия между традициями и изменениями, борьба за выживание
смысл: Описание жизни в городе Кракове, анализ социальных и культурных процессов.",18,5.0,898,
371,90002,Городок Окуров,"Литература 20 века,Русская классика",Максим Горький,"жанр: повесть
темы: провинциальная жизнь, социальные нормы, одиночество, власть, коррупция
конфликт: противоречия между жителями и властью, социальные неравенства
смысл: описание жизни в провинциальном городке, изображение социальных отношений и конфликтов.",16,5.0,898,
372,292142,Геннисарет,"Литература 20 века,Русская классика",Иван Бунин,"жанр: классическая проза
темы: любовь, одиночество, смерть, страдание, внутренний конфликт
конфликт: Противоречия в отношениях и внутренние страдания персонажей.
смысл: Книга рассказывает о сложных человеческих отношениях и внутренних переживаниях.",21,4.3,898,
373,200371,Гости съезжались на дачу…,"Литература 19 века,Русская классика",Александр Пушкин,"жанр: роман
темы: семья, общество, мораль, честь, долг, внутренний конфликт
конфликт: противоречия между членами общества, конфликт между личными интересами и социальными нормами
смысл: Описание жизни дворянского общества и взаимоотношений между его представителями.",15,5.0,898,
374,90499,Гранатовый браслет,"Литература 20 века,Русская классика",Александр Куприн,"жанр: повесть
темы: любовь, семья, страдание, вина, прощение
конфликт: внутренние переживания героя, неразделенная любовь
смысл: повесть о трагической любви и страданиях героя.",30,4.8,898,
376,308385,Грех да беда на кого не живет,"Старинная литература,Русская классика",Александр Островский,"жанр: драма
темы: семья, мораль, вина, прощение, внутренний конфликт
конфликт: столкновение с последствиями своих действий, преодоление вины
смысл: Пьеса рассказывает о сложностях семейных отношений и поиске выхода из трудных ситуаций.",15,5.0,898,
377,313581,Греческий учитель Сократ,"Старинная литература,Русская классика",Лев Толстой,"жанр: повесть
темы: учитель, философия, мораль, смысл жизни, добро и зло, внутренний конфликт
конфликт: столкновение мировоззрений, поиск истины
смысл: Описание жизни и деятельности древнегреческого философа Сократа и его влияние на окружающих.",11,4.0,898,
378,94075,Груня,Русская классика,Александр Куприн,"жанр: повесть
темы: любовь, семья, взросление
конфликт: внутренние противоречия героини, сложные отношения с окружающими
смысл: повесть рассказывает о жизни и судьбе героини, раскрывая ее внутренний мир и отношения с другими людьми.",22,4.5,898,
379,149073,Губернатор,Русская классика,Леонид Андреев,"жанр: повесть
темы: власть, коррупция, общество, политика, мораль, внутренний конфликт
конфликт: борьба за власть, коррупция
смысл: Описание жизни и деятельности губернатора, анализ его взаимоотношений с обществом и властью.",15,4.3,898,
380,102766,Гувернантка,Русская классика,Василий Авсеенко,"жанр: повесть
темы: семья, любовь, одиночество, внутренний конфликт, мораль
конфликт: Противоречия в личных отношениях, социальные ограничения
смысл: Повесть описывает жизнь и переживания гувернантки в условиях социального давления и личных сложностей.",14,4.6,898,
382,145169,Голец Подлунный,"Литература 20 века,Русская классика,Советская литература",Иван Ефремов,"жанр: научная фантастика
темы: космос, эволюция, выживание, общество, будущее, прогресс
конфликт: противоречия между человеческим обществом и природой
смысл: описание возможного будущего человеческой цивилизации.",15,4.3,898,
383,173723,Переправа через Волгу у Казани,"Литература 19 века,Русская классика",Николай Гарин-Михайловский,"жанр: приключения
темы: путешествия, выживание, опасность
конфликт: Переправа через реку, сложные условия
смысл: Описание путешествия и переправы через Волгу.",17,4.7,898,
384,121211,Перепёлка,"Литература 19 века,Русская классика",Иван Тургенев,"жанр: повесть
темы: любовь, природа, страдание, вина, прощение, внутренний конфликт
конфликт: Противоречия в отношениях между людьми.
смысл: Повесть о сложных отношениях и внутренних переживаниях героев.",14,5.0,898,
385,297014,Пересказ пьесы Грибоедова А. С. «Горе от ума»,"Пьесы и драматургия,Литература 19 века,Русская классика",Татьяна Черняк,"жанр: пьеса
темы: общество, мораль, внутренний конфликт, свобода, выбор
конфликт: Противоречия между старыми и новыми ценностями в обществе.
смысл: Пьеса описывает события, в которых главный герой сталкивается с укладом общества.",18,5.0,898,
386,93366,Пересолил,"Литература 19 века,Русская классика",Антон Чехов,"жанр: рассказ
темы: семья, отношения, конфликт
конфликт: Спор между близкими людьми
смысл: Рассказ о недоразумении между близкими людьми",36,4.1,898,
387,122802,Парадокс,"Литература 19 века,Русская классика",Владимир Короленко,"жанр: повесть
темы: смысл жизни, выбор, внутренний конфликт, самопознание, одиночество
конфликт: столкновение с обстоятельствами, поиск истины
смысл: Описание жизни героя и его борьбы за справедливость.",8,5.0,898,
388,85480,Парень из нашего города,"Пьесы и драматургия,Литература 20 века,Русская классика,Советская литература",Константин Симонов,"жанр: роман
темы: война, любовь, семья, взросление, выбор
конфликт: Противоречие между мирной жизнью и событиями военного времени.
смысл: Книга рассказывает о жизни молодого человека в условиях войны и его личных переживаниях.",16,5.0,898,
389,55813,Певцы,"Литература 19 века,Русская классика",Иван Тургенев,"жанр: повесть
темы: любовь, музыка, общество
конфликт: столкновение таланта и обыденности
смысл: Описание жизни певцов и их окружения.",17,,898,
390,255388,Дачники,"Пьесы и драматургия,Литература 20 века,Русская классика",Максим Горький,"жанр: повесть
темы: семья, взросление, одиночество, смысл жизни, внутренний конфликт
конфликт: противоречия между мечтами и реальностью, поиск смысла жизни
смысл: описание жизни дачников и их поиска своего места в обществе",25,4.7,898,
391,6549,Два богача,"Литература 19 века,Русская классика",Иван Тургенев,"жанр: повесть
темы: богатство, социальный статус, мораль
конфликт: столкновение интересов богатых людей
смысл: Описание жизни двух богатых людей и их взаимоотношений.",13,4.3,898,
392,272233,Два брата и золото,"Зарубежная классика,Литература 19 века,Русская классика",Лев Толстой,"жанр: повесть
темы: семья, выбор, мораль, добро и зло, внутренний конфликт
конфликт: столкновение интересов, борьба за золото
смысл: Повесть о двух братьях, которые сталкиваются с моральным выбором.",20,5.0,898,
393,42414,Два конца,"Литература 20 века,Русская классика",Викентий Вересаев,"жанр: повесть
темы: семья, взросление, внутренний конфликт, идентичность, выбор
конфликт: Противоречия между личными стремлениями и социальными ожиданиями.
смысл: Повесть описывает судьбу человека, стоящего перед важными жизненными выборами.",7,,898,
394,179266,Часовщик,"Литература 19 века,Русская классика",Лев Толстой,"жанр: повесть
темы: семья, смерть, вина, прощение, смысл жизни
конфликт: внутренние противоречия, поиск смысла
смысл: описание жизни и смерти главного героя, анализ его внутреннего мира",16,5.0,898,
395,34011,Часы,"Зарубежная классика,Литература 19 века,Русская классика",Максим Горький,"жанр: повесть
темы: семья, детство, взросление
конфликт: противоречия взросления
смысл: описание жизни ребёнка и его отношений с близкими.",15,5.0,898,
396,259866,Чевенгур,"Литература 20 века,Русская классика",Андрей Платонов,"жанр: роман
темы: революция, общество, смысл жизни, одиночество, выживание
конфликт: противоречия революции, поиск смысла
смысл: описание событий послереволюционной России, поиск смысла жизни в новых условиях",15,4.7,898,
397,243439,Человек из ресторана,"Литература 20 века,Русская классика",Иван Шмелев,"жанр: повесть
темы: семья, одиночество, смысл жизни, выбор, мораль
конфликт: внутренний конфликт, поиск смысла
смысл: Повесть о человеке, который ищет свое место в жизни. Герой переживает сложный внутренний конфликт.",15,4.5,898,
398,91559,Человек на часах,"Литература 19 века,Русская классика",Николай Лесков,"жанр: классическая проза
темы: мораль, долг, честь, выбор, внутренний конфликт, самопознание
конфликт: столкновение долга и обстоятельств, внутренний конфликт героя
смысл: Произведение рассказывает о человеке, который оказывается на часах и должен сделать выбор. Герой сталкивается с внутренним конфликтом и проблемой морального долга.",30,5.0,898,
399,99936,Первая любовь,"Литература 19 века,Русская классика",Иван Бунин,"жанр: повесть
темы: любовь, взросление, семья, одиночество, выбор
конфликт: столкновение мечты и реальности, внутренний конфликт героя
смысл: Герой переживает первую любовь, сталкиваясь с противоречиями между своими идеалами и действительностью. Повесть описывает процесс взросления и переосмысления жизненных ценностей.",20,5.0,898,
401,89877,Первая русская книга для чтения,Русская классика,Лев Толстой,"жанр: классическая проза
темы: семья, дети, воспитание
конфликт: нет
смысл: Книга представляет собой сборник рассказов и сказок для детей, направленных на их нравственное воспитание и развитие.",20,5.0,898,
402,154212,Сорока-воровка,"Литература 19 века,Русская классика",Александр Герцен,"жанр: повесть
темы: семья, дети, мораль
конфликт: противоречия в обществе, проблема воспитания
смысл: Описание жизни и воспитания детей в дворянской семье.",10,4.0,898,
403,260177,Сорочинская ярмарка,Русская классика,Николай Гоголь,"жанр: повесть
темы: любовь, семья, традиции
конфликт: столкновение интересов, обман
смысл: описание событий на ярмарке",18,4.7,898,
405,59332,Сосны,Русская классика,Иван Бунин,"жанр: классическая проза
темы: природа, одиночество, смерть, страдание, самопознание
конфликт: столкновение с судьбой, поиск смысла
смысл: Описание жизни и судьбы человека, погруженного в природный мир.",19,5.0,898,
406,41111,Состязание,"Литература 20 века,Русская классика",Викентий Вересаев,"жанр: повесть
темы: взросление, выбор, мораль, внутренний конфликт, идентичность
конфликт: Противоречия между личными ценностями и общественными ожиданиями.
смысл: Повесть о поиске жизненного пути и формировании личности.",10,,898,
407,134728,Софья Петровна,"Литература 20 века,Русская классика,Советская литература",Лидия Чуковская,"жанр: роман
темы: семья, одиночество, внутренний конфликт, идентичность, психология личности
конфликт: Противоречие между личными ценностями и требованиями общества.
смысл: Книга рассказывает о жизни и внутреннем мире героини.",9,,898,
408,198267,Спецзаказ,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: повесть
темы: выживание, лагерь, свобода
конфликт: Противоречия между заключёнными и лагерной администрацией. Борьба за выживание в нечеловеческих условиях.
смысл: Повесть описывает жизнь заключённых в исправительном лагере. Автор показывает сложности и трудности, с которыми сталкиваются герои.",12,5.0,898,
409,298172,Спокойная душа,"Литература 20 века,Русская классика,Книги о войне",Александр Грин,"жанр: повесть
темы: смысл жизни, одиночество, страдание, вина, прощение
конфликт: внутренние противоречия, поиск смысла
смысл: Герой ищет гармонию и пытается понять себя. Повесть о внутреннем мире человека.",13,5.0,898,
410,4110,Двойник,"Литература 19 века,Русская классика",Федор Достоевский,"жанр: повесть
темы: идентичность, внутренний конфликт, психология личности, одиночество, смерть
конфликт: Противоречие между двумя персонажами, борьба с самим собой.
смысл: Герой повести сталкивается с двойником, что приводит к переоценке его личности и жизненных ценностей.",39,4.8,898,
411,202738,Дворянское гнездо,"Литература 19 века,Русская классика",Иван Тургенев,"жанр: роман
темы: любовь, семья, внутренний конфликт, идентичность, мораль
конфликт: противоречия в дворянской среде, внутренний конфликт героя
смысл: роман о жизни и судьбе русского дворянина, поиск смысла жизни и своего места в обществе.",14,3.5,898,
412,155597,Гуттаперчевый мальчик,"Литература 19 века,Русская классика",Дмитрий Григорович,"жанр: повесть
темы: детство, одиночество, страдание, выживание, внутренний конфликт
конфликт: Противоречия между жесткой реальностью и детской уязвимостью.
смысл: Повесть рассказывает о жизни и судьбе ребенка, столкнувшегося с суровыми обстоятельствами.",16,4.8,898,
414,78570,Дамский мастер,"Литература 20 века,Русская классика,Советская литература",Ирина Грекова,"жанр: роман
темы: любовь, семья, взросление, идентичность, самопознание
конфликт: внутренние противоречия, поиск своего места
смысл: роман о жизни и судьбе главной героини.",11,4.2,898,
415,93256,Справедливый человек,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: мораль, добро и зло, смысл жизни, внутренний конфликт, идентичность
конфликт: поиск справедливости, внутренние противоречия
смысл: Повесть о человеке, стремящемся к справедливости. Описание его внутренних переживаний и поисков.",15,4.8,898,
416,240686,Отец Суворова,"Литература 19 века,Русская классика",Михаил Пыляев,"жанр: биография
темы: семья, детство, история
конфликт: противоречия в семье, влияние на формирование личности
смысл: Описание жизни и влияния отца на формирование личности Александра Суворова.",12,5.0,898,
417,51442,Отроческие годы Пушкина,"Литература 19 века,Русская классика",Василий Авенариус,"жанр: биография
темы: детство, взросление, литература
конфликт: Формирование личности в юношеском возрасте
смысл: Книга рассказывает о жизни и отроческих годах Александра Пушкина.",24,4.0,898,
418,166439,Отрочество,"Литература 19 века,Русская классика",Лев Толстой,"жанр: повесть
темы: взросление, семья, одиночество, внутренний конфликт, самопознание
конфликт: поиск смысла жизни, преодоление внутренних противоречий
смысл: Описание периода взросления и поиска своего места в жизни.",94,4.8,898,
419,318093,Отцы и дети Краткий пересказ произведения И. Тургенева,Русская классика,Анатолий Будниченко,"жанр: повесть
темы: семья, взросление, конфликт поколений, внутренний конфликт, идентичность
конфликт: Противоречия между поколениями, внутренние разногласия
смысл: Описание взаимоотношений и разногласий между отцами и детьми, влияние общественных изменений на межпоколенческие отношения.",16,4.8,898,
420,212223,Отчаяние,"Литература 20 века,Русская классика",Владимир Набоков,"жанр: роман
темы: внутренний конфликт, идентичность, одиночество, смысл жизни, самопознание
конфликт: Противоречие между реальностью и идеализированным миром.
смысл: Роман о состоянии души человека в условиях изоляции и отчаяния.",25,5.0,898,
421,19851,Офицеры,"Литература 20 века,Русская классика,Книги о войне",Борис Васильев,"жанр: роман
темы: война, героизм, долг, офицерство, служба
конфликт: Противоречия между личными ценностями и долгом. Борьба с обстоятельствами.
смысл: Описание судеб офицеров в условиях войны и мирной жизни. Отображение их борьбы и повседневной службы.",14,5.0,898,
423,134656,Памятник,"Литература 19 века,Русская классика",Леонид Андреев,"жанр: повесть
темы: смысл жизни, одиночество, смерть, страдание, самопознание
конфликт: Внутренний конфликт героя, поиск смысла жизни
смысл: Герой ищет способ преодолеть одиночество и найти смысл жизни через создание памятника.",14,5.0,898,
425,89044,Дело Артамоновых,Русская классика,Максим Горький,"жанр: роман
темы: семья, власть, предательство, мораль, вина
конфликт: Противоречия внутри семьи, разногласия с властью
смысл: Роман описывает разложение купеческого уклада и кризис моральных ценностей в российском обществе.",21,5.0,898,
426,113070,Два самоубийства,"Старинная литература,Русская классика",Федор Достоевский,"жанр: повесть
темы: внутренний конфликт, смерть, вина, прощение, смысл жизни
конфликт: столкновение с обстоятельствами, поиск смысла
смысл: Описание событий, связанных с двумя случаями самоубийства.",22,4.2,898,
427,249138,Два скандала,"Литература 19 века,Русская классика",Антон Чехов,"жанр: повесть
темы: семья, общество, мораль, конфликт, честь
конфликт: Супружеский роман и общественные предрассудки.
смысл: Повесть описывает два скандала, которые возникают из-за супружеской измены и приводят к общественному осуждению.",11,5.0,898,
428,94479,Два старика,"Литература 19 века,Русская классика",Лев Толстой,"жанр: повесть
темы: старость, смерть, вина, прощение, смысл жизни
конфликт: противоречия между двумя стариками, один из которых считает себя виноватым
смысл: повествование о взаимоотношениях и поиске смысла жизни двух стариков.",10,4.8,898,
429,685,Островитяне,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: островитяне, общество, мораль, добро и зло, внутренний конфликт, идентичность
конфликт: противоречия между добром и злом, внутренние разногласия
смысл: Повесть описывает жизнь людей на острове, их взаимоотношения и внутренние переживания.",13,5.0,898,
430,319920,От тебя не больно,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: любовь, семья, внутренний конфликт
конфликт: противоречия в отношениях, личные переживания
смысл: повествование о сложных отношениях и личных переживаниях.",16,5.0,898,
431,175052,Отец Сергий,"Литература 20 века,Русская классика",Лев Толстой,"жанр: повесть
темы: религия, духовность, самопознание, мораль, смысл жизни, внутренний конфликт
конфликт: поиск духовного смысла, преодоление искушений
смысл: Повесть о духовных исканиях и преодолении жизненных испытаний.",12,3.6,898,
432,134211,Опавшие листья,"Книги по философии,Литература 20 века,Русская классика",Василий Розанов,"жанр: эссе
темы: смысл жизни, внутренний конфликт, идентичность, самопознание, философия
конфликт: поиск смысла, внутренние противоречия
смысл: книга представляет собой сборник философских эссе, в которых автор исследует природу человека и смысл жизни.",20,5.0,898,
433,230082,Орден республики,"Литература 20 века,Русская классика",Александр Беляев,"жанр: утопия
темы: государство, политика, общество, мораль, смысл жизни
конфликт: противоречия между идеальной моделью общества и реальностью
смысл: описание возможного будущего с идеальным общественным строем",17,5.0,898,
434,96007,Орлеанская дева,"Старинная литература,Русская классика",Василий Жуковский,"жанр: историческая проза
темы: война, героизм, свобода, государство, политика
конфликт: Противоречия между сторонниками и противниками власти
смысл: Описание исторических событий и роли личности в них",12,5.0,898,
435,160602,Однодум,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: одиночество, внутренний конфликт, самопознание, идентичность, мораль
конфликт: противоречия в мыслях и действиях, поиск смысла
смысл: описание жизни человека с определёнными убеждениями и ценностями, влияние обстоятельств на его судьбу.",10,5.0,898,
436,32884,Ожерелье княгини Гагариной,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: повесть
темы: любовь, семья, предательство
конфликт: Соперничество за наследство, борьба за власть
смысл: Повесть рассказывает о судьбе княгини Гагариной и её ожерелья.",23,4.4,898,
437,320139,Озеро горных духов,"Литература 20 века,Русская классика,Советская литература",Иван Ефремов,"жанр: научная фантастика
темы: космос, эволюция, выживание, общество, прогресс
конфликт: противоречия между человеческими обществами, столкновение с неизвестным
смысл: описание возможного будущего человеческой цивилизации в условиях освоения космоса.",11,4.5,898,
438,122570,Окаянные дни,Русская классика,Иван Бунин,"жанр: документальная проза
темы: революция, общество, насилие, власть, конфликт
конфликт: противоречия между старым и новым укладом жизни, противостояние в обществе
смысл: описание событий и настроений в России в период революции 1917 года.",21,4.4,898,
439,123187,Океан,"Пьесы и драматургия,Русская классика",Леонид Андреев,"жанр: повесть
темы: одиночество, смерть, свобода, внутренний конфликт, самопознание
конфликт: Противоречие между стремлением к свободе и невозможностью его實現
смысл: Повесть о внутреннем конфликте и поисках смысла жизни.",15,4.0,898,
440,108840,Чапаев,"Литература 20 века,Русская классика,Советская литература,Книги о войне",Дмитрий Фурманов,"жанр: исторический роман
темы: гражданская война, революция, политика, общество, власть, героизм
конфликт: Противоречия между сторонниками и противниками революции, борьба за власть.
смысл: Описание событий гражданской войны и роли Чапаева в ней, изображение исторических событий.",28,4.8,898,
441,156107,Дело о людоедстве,Русская классика,Влас Дорошевич,"жанр: документальная проза
темы: преступление, расследование, тайна, общество, мораль, закон
конфликт: расследование преступления, людоедство
смысл: Книга рассказывает о судебном процессе над людоедами. В книге описаны события, связанные с расследованием и судом.",17,5.0,898,
442,300031,Демоническая женщина,Русская классика,Надежда Тэффи,"жанр: повесть
темы: любовь, внутренний конфликт, идентичность, мораль, добро и зло
конфликт: Противоречия в личности героини, борьба между добром и злом.
смысл: Повесть о сложной личности женщины с противоречивыми чертами характера. Героиня совершает неоднозначные поступки.",12,5.0,898,
443,220657,Деревня,Русская классика,Иван Бунин,"жанр: классическая проза
темы: деревня, жизнь, общество
конфликт: Социальное неравенство, упадок деревни
смысл: Описание жизни русской деревни, анализ социальных процессов.",13,5.0,898,
444,8653,Олеся,"Литература 19 века,Русская классика",Александр Куприн,"жанр: повесть
темы: любовь, одиночество, выбор, внутренний конфликт, идентичность
конфликт: противоречия в отношениях, внутренний разлад
смысл: Повесть рассказывает о сложных отношениях между людьми. Героиня сталкивается с выбором и внутренним конфликтом.",146,4.8,898,
445,204928,Ольга Сур,Русская классика,Александр Куприн,"жанр: повесть
темы: любовь, семья, страдание
конфликт: внутренние переживания, внешние обстоятельства
смысл: описание жизни и любви главной героини, раскрытие ее внутреннего мира.",11,5.0,898,
447,312648,Спящая царевна,"Старинная литература,Русская классика",Василий Жуковский,"жанр: классическая проза
темы: любовь, семья, смерть
конфликт: Борьба добра и зла, проклятие
смысл: В сказке рассказывается о царевне, которая была проклята злой колдуньей и уснула навечно. Богатырь, который победил колдунью, пробудил царевну от сна.",21,5.0,898,
448,18372,Стальное горло,"Литература 20 века,Русская классика",Михаил Булгаков,"жанр: повесть
темы: одиночество, страдание, вина, смысл жизни, внутренний конфликт
конфликт: Противоречие между реальностью и идеалами.
смысл: Герой повести сталкивается с обстоятельствами, которые заставляют его переосмыслить свои ценности и отношение к жизни.",12,4.8,898,
449,106762,Старик,"Пьесы и драматургия,Литература 20 века,Русская классика",Максим Горький,"жанр: повесть
темы: одиночество, семья, выживание, смысл жизни, страдание
конфликт: Противоречия в отношениях между стариком и обществом.
смысл: Повесть о жизни старика и его взаимоотношениях с окружающими.",16,5.0,898,
451,27727,Старинные психопаты,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: психология личности, мораль, внутренний конфликт, идентичность, общество
конфликт: противоречия в обществе, проблема восприятия
смысл: Описание жизни и поведения людей с психическими отклонениями и их взаимодействия с обществом.",11,5.0,898,
452,296026,Старосветские помещики,"Литература 19 века,Русская классика",Николай Гоголь,"жанр: повесть
темы: семья, традиции, быт
конфликт: столкновение старого и нового, упадок традиций
смысл: Описание жизни и быта старосветских помещиков, их традиций и упадка.",26,4.0,898,
453,174232,Художник,"Литература 19 века,Русская классика",Александр Куприн,"жанр: повесть
темы: искусство, творчество, художник, общество, критика, самопознание
конфликт: противоречия между художником и обществом
смысл: повесть о сложностях взаимоотношений художника с окружающим миром.",15,5.0,898,
454,18223,Царь Борис,"Литература 19 века,Русская классика",Алексей Толстой,"жанр: исторический роман
темы: власть, политика, общество, коррупция, предательство
конфликт: борьба за власть, внутренние противоречия
смысл: Описание событий в России в период царствования Бориса Годунова.",24,4.0,898,
455,19224,Царь-рыба,"Русская классика,Советская литература",Виктор Астафьев,"жанр: повесть
темы: природа, экология, выживание, человек и природа, рыба, охота
конфликт: Противоречие между человеком и природой, борьба за выживание.
смысл: Повесть о взаимоотношениях человека с природой и последствиях своих действий.",12,5.0,898,
456,153534,Цветы запоздалые,Русская классика,Антон Чехов,"жанр: повесть
темы: любовь, семья, взросление, одиночество, смысл жизни
конфликт: внутренние противоречия героини, поиск смысла жизни
смысл: повесть о жизненных перипетиях и поисках героиней своего места в мире.",19,5.0,898,
457,72151,Цепь,"Литература 20 века,Русская классика",Юрий Олеша,"жанр: роман
темы: семья, выбор, мораль, внутренний конфликт, идентичность
конфликт: Противоречия между личными ценностями и социальными нормами.
смысл: Роман о сложной системе человеческих отношений и выборах, определяющих судьбу персонажей.",10,5.0,898,
458,61489,Цикута,Русская классика,Варлам Шаламов,"жанр: повесть
темы: выживание, лагерь, свобода
конфликт: Заключение в исправительном лагере. Борьба за выживание.
смысл: Повесть о переживаниях в исправительном лагере. Описание условий и жизни заключённых.",16,4.2,898,
