id,title,genres,authors,description,readers_count,avg_rating,genre_score
209885,Большой шлем,"Литература 19 века,Русская классика",Леонид Андреев,"жанр: повесть
темы: спорт, успех, провал, амбиции, честь
конфликт: Стремление к успеху и признание в обществе. 
смысл: Повесть о российском футболе и футболе в России.",16,5.0,898
74014,Боярщина,"Литература 19 века,Русская классика",Алексей Писемский,"жанр: роман
темы: дворянство, общество, мораль
конфликт: социальные противоречия, внутренний конфликт
смысл: Описание жизни русского дворянства, изображение нравов и обычаев того времени.",10,4.5,898
142211,Боярыня Морозова,Русская классика,Иван Лукаш,"жанр: исторический роман
темы: семья, власть, выживание, сопротивление, традиция, вера
конфликт: противостояние с властью, борьба за свободу
смысл: Описание жизни и борьбы боярыни Морозовой против государственной власти.",17,4.3,898
143113,Бессилие искусства,"Литература 20 века,Русская классика",Николай Гейнце,"жанр: роман
темы: искусство, творчество, мораль, добро и зло, внутренний конфликт, идентичность
конфликт: противоречия в мире искусства, борьба с внутренними сомнениями
смысл: роман о сложностях и противоречиях в мире искусства и их влиянии на личность.",17,4.2,898
86544,Бессребреник,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: мораль, добро и зло, внутренний конфликт, идентичность, смысл жизни
конфликт: столкновение добра и зла, поиск смысла жизни
смысл: Повесть о человеке, который стремится жить по моральным принципам и найти свой путь в жизни.",13,4.5,898
249144,Бесы,"Литература 19 века,Русская классика",Федор Достоевский,"жанр: роман
темы: внутренний конфликт, мораль, добро и зло, власть, революция
конфликт: Противоречия между добром и злом, между революцией и существующим порядком.
смысл: Роман о событиях в губернском городе, вызванных действиями революционеров-нигилистов.",246,4.9,898
197376,Смарагд,Русская классика,Иван Бунин,"жанр: классическая проза
темы: любовь, страдание, вина, прощение, одиночество
конфликт: внутренние переживания, неразделенная любовь
смысл: произведение рассказывает о сложных эмоциональных переживаниях героя, связанных с любовью и потерей.",11,5.0,898
26428,Смертное,"Книги по философии,Литература 20 века,Русская классика",Василий Розанов,"жанр: философская проза
темы: смысл жизни, внутренний конфликт, идентичность, самопознание, мораль
конфликт: поиск смысла жизни, внутренние противоречия
смысл: книга посвящена философскому осмыслению жизни и смерти, поиску смысла существования.",21,4.0,898
143462,Смерть В. М. Гаршина,"Литература 19 века,Русская классика",Глеб Успенский,"жанр: эссе
темы: смерть, страдание, внутренний конфликт, психология личности, идентичность
конфликт: противоречия в восприятии смерти, внутренний конфликт
смысл: Анализ обстоятельств смерти В. М. Гаршина и его внутреннего состояния. Осмысление влияния смерти на окружающих.",14,4.5,898
70569,Смерть Вазир-Мухтара,Русская классика,Юрий Тынянов,"жанр: исторический роман
темы: политика, общество, власть, смерть, идентичность
конфликт: Противоречия между личными убеждениями и государственной службой.
смысл: Книга рассказывает о жизни и гибели дипломата и поэта Александра Грибоедова.",16,3.7,898
66999,Простая душа,Русская классика,Алексей Толстой,"жанр: повесть
темы: любовь, страдание, вина, прощение, внутренний конфликт
конфликт: противоречия в отношениях, внутренние терзания
смысл: повествование о сложных человеческих отношениях и поиске выхода из трудной ситуации.",16,5.0,898
64308,Психопаты,"Литература 19 века,Русская классика",Антон Чехов,"жанр: повесть
темы: психология личности, внутренний конфликт, мораль
конфликт: Противоречия в обществе, проблемы с законом
смысл: Описание судеб людей с психическими отклонениями, анализ их поведения и взаимодействия с окружающими.",10,1.0,898
168327,Птицы небесные,Русская классика,Иван Бунин,"жанр: классическая проза
темы: природа, красота, жизнь, смерть, свобода
конфликт: столкновение жизни и смерти
смысл: Описание жизни и смерти птиц, красоты природы.",15,5.0,898
196448,Причал ада,Русская классика,Варлам Шаламов,"жанр: повесть
темы: выживание, лагерь, свобода
конфликт: Заключение в исправительном лагере, борьба за выживание.
смысл: Повесть о переживаниях заключённых в исправительном лагере. Описание условий и жизни в лагере.",15,5.0,898
246172,Братья Карамазовы,"Литература 19 века,Русская классика",Федор Достоевский,"жанр: роман
темы: семья, мораль, внутренний конфликт, смысл жизни, добро и зло, вера
конфликт: Противоречия между братьями, конфликт мировоззрений
смысл: Роман о поиске смысла жизни и нравственных ценностях.",339,4.6,898
57087,Брегет,"Литература 19 века,Русская классика",Александр Куприн,"жанр: повесть
темы: любовь, семья, предательство
конфликт: Супружеская измена, разрыв отношений
смысл: Повесть рассказывает о семейной драме, вызванной супружеской изменой.",14,5.0,898
117283,Бред,Русская классика,Александр Куприн,"жанр: повесть
темы: психология личности, внутренний конфликт, одиночество, страдание, смысл жизни
конфликт: внутренний конфликт героя, поиск смысла жизни
смысл: Повесть о внутреннем конфликте и поисках смысла жизни главного героя. Описание психического состояния и борьбы с самим собой.",13,4.4,898
318349,Брожение умов,"Литература 19 века,Русская классика",Антон Чехов,"жанр: повесть
темы: взросление, одиночество, внутренний конфликт, самопознание, идентичность
конфликт: поиск смысла жизни, внутренние противоречия
смысл: Описание процесса формирования личности и переосмысления жизненных ценностей.",16,5.0,898
292777,Букинист,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: повесть
темы: литература, книги, одиночество
конфликт: столкновение с реальностью, внутренний конфликт
смысл: Описание жизни в лагере через призму любви к книгам.",10,4.0,898
186489,Бумажник,"Литература 19 века,Русская классика",Антон Чехов,"жанр: рассказ
темы: семья, смысл жизни, выбор, мораль, внутренний конфликт
конфликт: столкновение жизненных ценностей, поиск смысла
смысл: Осмысление жизненных приоритетов и переоценка ценностей.",10,4.7,898
270817,Буран,"Литература 19 века,Русская классика",Сергей Аксаков,"жанр: классическая проза
темы: семья, выживание, опасность, природа, отношения
конфликт: борьба с природными силами, выживание в экстремальных условиях
смысл: Описание путешествия и переживаний людей во время бурана.",15,3.7,898
226882,Продукт природы,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: общество, мораль, внутренний конфликт, идентичность, самопознание
конфликт: противоречия в обществе, внутренний конфликт героя
смысл: Повесть описывает героя как продукт окружающей среды и societal условий. История исследует влияние общества на формирование личности.",19,4.0,898
122821,Проигранный игрок,Русская классика,Сигизмунд Кржижановский,"жанр: повесть
темы: одиночество, внутренний конфликт, самопознание, идентичность, психология личности
конфликт: Противоречие между реальностью и ожиданиями.
смысл: Герой переживает внутренний кризис из-за несостоявшейся жизни.",11,5.0,898
160904,Прокаженные,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: повесть
темы: выживание, лагерь, свобода
конфликт: Заключение в исправительном лагере. Борьба за выживание.
смысл: Описание жизни в исправительном лагере.",17,5.0,898
260896,Пропавший глаз,"Литература 20 века,Русская классика",Михаил Булгаков,"жанр: повесть
темы: власть, коррупция, расследование, тайна, манипуляция
конфликт: Противоречия между стремлением к истине и попытками скрыть правду. Борьба за справедливость в условиях коррупции.
смысл: Повесть о загадочном происшествии и его расследовании, раскрывающая механизмы функционирования власти.",13,5.0,898
143507,Смерть Гулливера,"Литература 20 века,Русская классика",Леонид Андреев,"жанр: повесть
темы: смерть, страдание, внутренний конфликт, идентичность, смысл жизни
конфликт: столкновение с реальностью, кризис личности
смысл: Описание последних дней жизни героя, осмысление своего существования.",16,4.3,898
147777,Смерть Ивана Ильича,"Зарубежная классика,Литература 19 века,Русская классика",Лев Толстой,"жанр: психологический роман
темы: смерть, страдание, смысл жизни, внутренний конфликт, идентичность
конфликт: кризис смысла жизни, столкновение с собственной смертностью
смысл: произведение исследует жизнь и смерть Ивана Ильича, заставляя читателя задуматься о ценностях и смысле человеческого существования.",17,4.0,898
20327,Снегурочка,"Пьесы и драматургия,Литература 19 века,Русская классика",Александр Островский,"жанр: пьеса
темы: любовь, семья, смерть, страдание, добро и зло
конфликт: столкновение добра и зла, борьба за жизнь
смысл: Пьеса рассказывает о судьбе Снегурочки, которая становится жертвой обстоятельств.",22,4.0,898
214804,Бывалый человек,Русская классика,Алексей Толстой,"жанр: повесть
темы: война, героизм, предательство, честь, долг, выживание
конфликт: Противоречия между долгом и выживанием в военных условиях.
смысл: Повесть описывает события военного времени и их влияние на человека.",17,4.5,898
218690,Бывшие люди,Русская классика,Максим Горький,"жанр: повесть
темы: семья, взросление, одиночество, смысл жизни, внутренний конфликт
конфликт: Социальный конфликт, кризис личности
смысл: Повесть о жизни и судьбе людей, оказавшихся на дне общества.",14,5.0,898
7661,Былое и думы,Русская классика,Александр Герцен,"жанр: мемуары
темы: жизнь, общество, политика, свобода, революция, власть
конфликт: противостояние личности и власти, борьба за свободу и права
смысл: книга представляет собой воспоминания о жизни и исторических событиях, в которых автор принимал участие.",65,3.0,898
46675,В Париже,Русская классика,Алексей Толстой,"жанр: роман
темы: любовь, семья, взросление
конфликт: внутренние противоречия, сложные отношения
смысл: описание жизни в Париже, изображение человеческих отношений",15,4.2,898
212577,В Чудове,Русская классика,Павел Мельников-Печерский,"жанр: повесть
темы: история, общество, власть, предательство, героизм
конфликт: Противоречия между русским народом и правящей элитой, внутренние разногласия среди героев.
смысл: Повесть описывает события, связанные с пребыванием в Чудове, показывая сложность исторических и социальных процессов.",18,5.0,898
193230,В аптеке,"Литература 19 века,Русская классика",Антон Чехов,"жанр: рассказ
темы: семья, общество, мораль, внутренний конфликт, отношения
конфликт: Противоречия в обществе и личные проблемы.
смысл: Рассказ о посещении аптеки и о том, как это событие отражает социальные и личные проблемы человека.",21,5.0,898
36284,В бане,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: рассказ
темы: выживание, лагерь, заключённые
конфликт: условия выживания, человеческая стойкость
смысл: Описание жизни в советских лагерях.",14,5.0,898
105216,В горах. Очерк из уральской жизни,"Литература 19 века,Русская классика",Дмитрий Мамин-Сибиряк,"жанр: очерк
темы: жизнь, общество, традиции, семья, выживание, героизм
конфликт: противоречия уральской жизни, сложности в обществе
смысл: описание жизни в уральских горах, изображение местных обычаев и быта",14,5.0,898
275766,Брак через 10–15 лет,"Литература 19 века,Русская классика",Антон Чехов,"жанр: рассказ
темы: семья, брак, отношения
конфликт: Ожидание и реальность в браке
смысл: Рассказ о несостоявшемся браке и восприятии времени.",13,5.0,898
186158,Сны,Русская классика,Иван Бунин,"жанр: классическая проза
темы: одиночество, смерть, страдание, внутренний конфликт, самопознание, идентичность
конфликт: Противоречие между реальностью и снами. 
смысл: Герои переживают внутренние конфликты и борются с одиночеством.",16,4.3,898
18266,Собака,"Литература 19 века,Русская классика",Иван Тургенев,"жанр: повесть
темы: любовь, страдание, вина, прощение, внутренний конфликт
конфликт: Противоречия в отношениях между людьми и животными, внутренние терзания主人.
смысл: Повесть о сложных отношениях между человеком и животным, а также о внутренних переживаниях主人.",15,5.0,898
63864,Собачье счастье,"Зарубежная классика,Литература 19 века,Русская классика",Александр Куприн,"жанр: повесть
темы: дружба, животные, добро и зло
конфликт: столкновение добра и зла
смысл: Повесть о сложных взаимоотношениях человека и животных.",12,4.2,898
134624,Преступление и наказание,"Литература 19 века,Русская классика",Федор Достоевский,"жанр: роман
темы: преступление, наказание, вина, прощение, внутренний конфликт, мораль
конфликт: Противоречие между моралью и законом, внутренний конфликт героя
смысл: Роман о последствиях преступления и поисках выхода из морального тупика.",143,4.4,898
279115,Преступники,"Пьесы и драматургия,Русская классика",Максим Горький,"жанр: повесть
темы: преступность, общество, мораль, вина, прощение, свобода
конфликт: противоречия между общественными нормами и поведением преступников
смысл: описание жизни и поведения людей, совершающих преступления.",17,3.2,898
100243,Приваловские миллионы,"Литература 19 века,Русская классика",Дмитрий Мамин-Сибиряк,"жанр: роман
темы: богатство, семья, мораль, власть, коррупция
конфликт: столкновение интересов, борьба за наследство
смысл: Описание жизни российской элиты и разложение общества через призму судеб персонажей.",11,4.0,898
65980,Приглашение на казнь,"Литература 20 века,Русская классика",Владимир Набоков,"жанр: роман
темы: смертная казнь, одиночество, внутренний конфликт, идентичность, мораль
конфликт: ожидание казни, поиск смысла
смысл: Роман о последних днях приговорённого к смертной казни.",26,3.0,898
110160,Приговор,"Старинная литература,Русская классика",Федор Достоевский,"жанр: роман
темы: внутренний конфликт, мораль, свобода, выбор, вина, прощение
конфликт: столкновение с последствиями преступления, внутренние терзания героя
смысл: роман о внутренних мучениях и поисках смысла жизни после совершения преступления.",19,4.7,898
157098,Притворная неверность,"Пьесы и драматургия,Литература 19 века,Русская классика",Александр Грибоедов,"жанр: комедия
темы: любовь, семья, мораль, внутренний конфликт, идентичность
конфликт: Супружеская неверность и обман
смысл: Пьеса рассказывает о последствиях обмана в браке и семейных отношениях.",14,3.5,898
50622,В окопах Сталинграда,"Литература 20 века,Русская классика,Книги о войне",Виктор Некрасов,"жанр: повесть
темы: война, героизм, выживание, опасность, долг, честь
конфликт: Противоречия на фронте, человеческая выживаемость в экстремальных условиях.
смысл: Описание военных действий и судьбы людей в Сталинградской битве.",34,3.0,898
136085,В родном углу,Русская классика,Антон Чехов,"жанр: повесть
темы: семья, взросление, одиночество, смысл жизни, внутренний конфликт
конфликт: столкновение с реальностью, поиск своего места
смысл: Описание жизни в небольшом городе и внутреннего мира человека.",16,4.7,898
195776,В снегах,Русская классика,Алексей Толстой,"жанр: повесть
темы: выживание, опасность, героизм, предательство, честь
конфликт: борьба за жизнь в экстремальных условиях, противостояние людей
смысл: Повесть рассказывает о событиях, связанных с выживанием людей в сложных условиях.",9,5.0,898
41455,Штабс-капитан Рыбников,"Литература 20 века,Русская классика",Александр Куприн,"жанр: рассказ
темы: офицер, общество, психология личности, мораль, честь, долг
конфликт: противоречия между внутренним миром и социальными ожиданиями, внутренний конфликт героя
смысл: рассказ о внутреннем мире и переживаниях штабс-капитана Рыбникова",21,3.9,898
162711,Штопальщик,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: семья, страдание, вина, прощение, смысл жизни, внутренний конфликт
конфликт: Противоречия в судьбе главного героя, его моральные терзания.
смысл: Повесть о жизненных испытаниях и поисках смысла жизни штопальщиком.",18,4.6,898
173729,"Шут Балакирев, или Придворная комедия","Пьесы и драматургия,Литература 20 века,Русская классика",Григорий Горин,"жанр: историческая проза
темы: власть, политика, общество, предательство, честь
конфликт: Противоречия между придворными и шутом, борьба за влияние и статус.
смысл: Книга рассказывает о жизни и приключениях шута Балакирева при дворе, описывая исторические события и придворные интриги.",10,,898
258933,Праздник Святого Йоргена,"Литература 20 века,Русская классика","Илья Ильф,Евгений Петров","жанр: сатирическая повесть
темы: религия, общество, коррупция, политика, мораль
конфликт: противоречия между церковью и обществом, разоблачение церковных мошенников
смысл: описание поездки американских журналистов в европейскую страну для освещения празднования дня Святого Йоргена и разоблачение церковной коррупции.",16,4.0,898
231351,Праздничный сон – до обеда,"Старинная литература,Русская классика",Александр Островский,"жанр: комедия
темы: семья, любовь, взросление, отношения, социальный статус
конфликт: столкновение интересов, недоразумение
смысл: Пьеса рассказывает о жизни купеческой семьи и последствиях недоразумений.",14,,898
178825,Прапорщик армейский,"Литература 19 века,Русская классика",Александр Куприн,"жанр: повесть
темы: армия, офицер, служба
конфликт: противоречия в службе, внутренние переживания
смысл: описание жизни и службы армейского офицера, изображение внутренней жизни военного.",20,5.0,898
71729,Предслава и Добрыня,"Литература 19 века,Русская классика",Константин Батюшков,"жанр: историческая проза
темы: история, политика, власть, предательство, героизм
конфликт: борьба за власть, предательство и героизм
смысл: Описание исторических событий и действий героев. Передача сути исторических фактов.",13,5.0,898
308581,Прекрасная Аза,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: любовь, страдание, вина, прощение, внутренний конфликт
конфликт: противоречия в отношениях, внутренние терзания
смысл: повествование о сложных отношениях и внутренних переживаниях героя.",12,4.8,898
231484,Прекрасная дама,Русская классика,Алексей Толстой,"жанр: повесть
темы: любовь, дворянство, общество
конфликт: Соперничество за внимание дамы
смысл: Повесть описывает взаимоотношения между людьми высшего общества и их внутренние переживания.",13,4.0,898
130724,Прекрасная царевна и счастливый карла,Русская классика,Николай Карамзин,"жанр: повесть
темы: любовь, семья, социальный статус
конфликт: Социальное неравенство, препятствия в отношениях
смысл: Повесть о сложных отношениях между представителями разных социальных слоев.",20,4.3,898
154128,В трамвае,Русская классика,Александр Куприн,"жанр: рассказ
темы: любовь, одиночество, психология личности, отношения, выбор
конфликт: столкновение эмоций и разума, внутренние противоречия
смысл: рассказ о встрече, изменившей жизни двух людей.",14,5.0,898
207879,В тупике,"Литература 20 века,Русская классика",Викентий Вересаев,"жанр: повесть
темы: взросление, одиночество, внутренний конфликт, самопознание, идентичность
конфликт: поиск смысла жизни, преодоление кризиса
смысл: Герой повести переживает духовный кризис, пытаясь найти свое место в жизни.",17,5.0,898
71413,В чистый понедельник,"Литература 20 века,Русская классика",Влас Дорошевич,"жанр: рассказ
темы: любовь, одиночество, смысл жизни, выбор, внутренний конфликт
конфликт: столкновение желаний и долга
смысл: описание событий, которые меняют жизнь человека",12,5.0,898
152174,Валя,"Литература 19 века,Русская классика",Леонид Андреев,"жанр: повесть
темы: семья, одиночество, смерть, страдание, вина
конфликт: внутренний конфликт героя, внешние обстоятельства
смысл: Описание жизни и судьбы человека, анализ его внутреннего мира.",12,5.0,898
97049,Ванька,"Литература 19 века,Русская классика",Антон Чехов,"жанр: рассказ
темы: детство, одиночество, семья, выживание, страдание
конфликт: Социальное неравенство, тяжелое детство
смысл: Рассказ о трудной жизни крестьянского мальчика, который пытается найти свое место в сложной ситуации.",19,4.7,898
261378,Васса Железнова,"Пьесы и драматургия,Литература 20 века,Русская классика",Максим Горький,"жанр: драма
темы: семья, власть, предательство, честь, долг, мораль
конфликт: Противоречия между членами семьи и борьба за власть.
смысл: Пьеса рассказывает о жизни купеческой семьи и борьбе за власть и влияние внутри неё.",53,5.0,898
200101,В казарме,Русская классика,Александр Куприн,"жанр: повесть
темы: армия, быт, служба
конфликт: служба в армии, взаимоотношения солдат
смысл: Описание жизни и быта солдат в казарме.",14,4.0,898
115263,В лесах,"Литература 19 века,Русская классика",Павел Мельников-Печерский,"жанр: роман
темы: выживание, опасность, героизм, предательство, честь
конфликт: Противостояние добра и зла, борьба за выживание.
смысл: Роман рассказывает о жизни и приключениях людей в лесах, описывая их борьбу за выживание и взаимоотношения.",13,4.5,898
171559,В людях,Русская классика,Максим Горький,"жанр: повесть
темы: семья, детство, взросление, одиночество, самопознание
конфликт: противоречия в отношениях между людьми, внутренний конфликт героя
смысл: произведение рассказывает о жизни и взаимоотношениях людей.",82,4.9,898
318215,В метель и вьюгу,"Литература 19 века,Русская классика",Павел Засодимский,"жанр: повесть
темы: семья, выживание, опасность, героизм, предательство
конфликт: Противостояние человека и природы, борьба за жизнь.
смысл: Повесть рассказывает о жизни и борьбе людей в экстремальных условиях.",15,5.0,898
240557,В ночь под рождество,"Литература 19 века,Русская классика",Николай Гейнце,"жанр: повесть
темы: любовь, семья, предательство, честь, долг
конфликт: столкновение долга и личных чувств, выбор между честью и предательством
смысл: Повесть описывает события в ночь под Рождество, связанные с выбором и последствиями для персонажей.",15,,898
193403,В одной знакомой улице,Русская классика,Иван Бунин,"жанр: классическая проза
темы: семья, одиночество, смерть, страдание, самопознание
конфликт: внутренние переживания, поиск смысла
смысл: произведение описывает жизнь и судьбу человека.",14,,898
289755,Шерамур,"Литература 19 века,Русская классика",Николай Лесков,"жанр: повесть
темы: мораль, вина, прощение, смысл жизни, внутренний конфликт
конфликт: столкновение добра и зла, поиск смысла жизни
смысл: Повесть о человеке, который ищет смысл жизни и сталкивается с моральными противоречиями.",22,5.0,898
123107,Велосипедисты,"Пьесы и драматургия,Литература 19 века,Русская классика",Влас Дорошевич,"жанр: рассказ
темы: общество, конфликт, выживание, опасность, героизм, предательство
конфликт: столкновение интересов, борьба за выживание
смысл: Описание событий, связанных с велосипедистами. Передача атмосферы и действий персонажей.",10,5.0,898
188847,Вена,Русская классика,Александр Куприн,"жанр: классическая проза
темы: любовь, одиночество, страдание, внутренний конфликт, самопознание
конфликт: столкновение с реальностью, поиск смысла
смысл: Описание жизни и внутреннего мира человека в特定的 условиях.",16,4.5,898
145597,Верочка,Русская классика,Антон Чехов,"жанр: повесть
темы: любовь, семья, взросление
конфликт: внутренние переживания героини, сложные отношения с окружающими
смысл: повесть о жизни и чувствах молодой девушки, Верочки.",12,5.0,898
32133,Веселая вечеринка,Русская классика,Надежда Тэффи,"жанр: повесть
темы: любовь, семья, общество
конфликт: противоречия в отношениях, социальные ожидания
смысл: Описание жизни и отношений в определённой среде.",14,5.0,898
200830,В степях Северного Кавказа,"Литература 20 века,Русская классика",Семен Васюков,"жанр: исторический роман
темы: война, выживание, героизм, предательство, честь
конфликт: Противостояние во время военных действий, столкновение интересов
смысл: Описание военных событий в степях Северного Кавказа, изображение действий и судеб участников конфликта.",17,4.3,898
37452,В страдную пору,"Русская классика,Советская литература",Виктор Астафьев,"жанр: повесть
темы: война, выживание, героизм, опасность, предательство
конфликт: Противостояние человека и обстоятельств на войне. Борьба за выживание в экстремальных условиях.
смысл: Повесть рассказывает о событиях военного времени и судьбах людей, оказавшихся в его эпицентре. Описание тяжелых испытаний и проявлений человеческого характера в условиях войны.",12,3.7,898
20307,В сухом тумане,"Литература 19 века,Русская классика",Викентий Вересаев,"жанр: повесть
темы: взросление, одиночество, внутренний конфликт, самопознание, идентичность
конфликт: противоречия в отношениях, поиск смысла жизни
смысл: описание взросления и поиска себя в сложном мире.",11,,898
26153,Послесловие к рассказу Чехова «Душечка»,"Старинная литература,Русская классика",Лев Толстой,"жанр: эссе
темы: литература, критика, анализ
конфликт: интерпретация произведения, разные точки зрения
смысл: Анализ рассказа ""Душечка"" и его интерпретация.",12,5.0,898
89017,Потомок декабриста,"Литература 20 века,Русская классика",Варлам Шаламов,"жанр: повесть
темы: семья, дети, взросление, выживание, свобода, мораль
конфликт: Противоречия между личными ценностями и социальными нормами. Борьба за выживание в сложных условиях.
смысл: Повесть рассказывает о жизни героя, который является потомком декабриста, и его взрослении в условиях, которые влияют на его судьбу.",10,5.0,898
286028,"Похождения Невзорова, или Ибикус",Русская классика,Алексей Толстой,"жанр: приключения
темы: приключение, выживание, опасность, героизм, честь
конфликт: Противостояние добра и зла, борьба за справедливость
смысл: Герой оказывается в сложных обстоятельствах и должен найти выход.",15,,898
3005,Похождения Чичикова,"Литература 20 века,Русская классика",Михаил Булгаков,"жанр: роман
темы: приключения, общество, коррупция, мораль, власть, выживание
конфликт: противоречия в обществе, конфликт героя с окружающей средой
смысл: Описание приключений главного героя в обществе с коррупцией и моральным упадком.",9,,898
